F-1,F-B,SEN,SPE,BAC,ACC,PPV,NPV
0.80412,0.75087,0.71913,0.9487,0.83392,0.8512,0.91189,0.82064
F-1,F-B,SEN,SPE,BAC,ACC,PPV,NPV
0.84859,0.80836,0.78359,0.95334,0.86846,0.88124,0.92536,0.85647
F-1,F-B,SEN,SPE,BAC,ACC,PPV,NPV
0.93756,0.94634,0.95228,0.94159,0.94694,0.94613,0.9233,0.96394
F-1,F-B,SEN,SPE,BAC,ACC,PPV,NPV
0.89667,0.87598,0.8627,0.95457,0.90864,0.91556,0.93342,0.90401
F-1,F-B,SEN,SPE,BAC,ACC,PPV,NPV
0.89155,0.8704,0.85684,0.95179,0.90432,0.91147,0.92919,0.90006
