F-1,F-B,SEN,SPE,BAC,ACC,PPV,NPV
0.83981,0.80436,0.78234,0.94036,0.86135,0.87324,0.9064,0.85406
F-1,F-B,SEN,SPE,BAC,ACC,PPV,NPV
0.8115,0.75454,0.7208,0.9589,0.83985,0.85778,0.9283,0.82308
F-1,F-B,SEN,SPE,BAC,ACC,PPV,NPV
0.8518,0.83192,0.81917,0.92305,0.87111,0.87893,0.88713,0.87365
F-1,F-B,SEN,SPE,BAC,ACC,PPV,NPV
0.88981,0.89438,0.89745,0.91162,0.90453,0.9056,0.8823,0.92332
F-1,F-B,SEN,SPE,BAC,ACC,PPV,NPV
0.89649,0.90132,0.90456,0.91625,0.91041,0.91129,0.88857,0.92859
