F-1,F-B,SEN,SPE,BAC,ACC,PPV,NPV
0.76018,0.68379,0.64085,0.96663,0.80374,0.82827,0.93411,0.78475
F-1,F-B,SEN,SPE,BAC,ACC,PPV,NPV
0.80666,0.75885,0.73001,0.94098,0.83549,0.85138,0.90129,0.8252
F-1,F-B,SEN,SPE,BAC,ACC,PPV,NPV
0.83408,0.79986,0.77857,0.9348,0.85668,0.86844,0.89812,0.85115
F-1,F-B,SEN,SPE,BAC,ACC,PPV,NPV
0.82313,0.78388,0.75973,0.93634,0.84804,0.86133,0.89807,0.84073
F-1,F-B,SEN,SPE,BAC,ACC,PPV,NPV
0.85386,0.82671,0.80954,0.93603,0.87279,0.88231,0.90332,0.8694
